"","x"
"g_Faecalibacterium",0.622943941978912
"g_Alistipes",0.606820950161972
"uc_f_Porphyromonadaceae",0.821974041784709
"uc_f_Ruminococcaceae",0.609621303142218
"g_Bacteroides",0.627275515927219
"g_Clostridium_IV",0.660932505329547
"g_Sutterella",0.803974754344165
"g_Ruminococcus",1.00233124255057
"g_Roseburia",1.11665806145248
"g_Anaerostipes",0.702776469537834
"uc_p_Firmicutes",1.0343802351558
"uc_f_Lachnospiraceae",0.602346514859443
"g_Oscillibacter",0.620805140680961
"g_Bifidobacterium",0.950429538483233
