"","x"
"2409104",0.392538905347801
"8084280",0.393240678104203
"2420446",0.373824920210856
"2333712",0.363132452020941
"5213996",0.346118370238401
"2415637",0.23363721964075
"2409383",0.586156734929927
"2415734",0.272285816585923
"2415822",0.310943580881873
"5213953",0.28184567027961
"2333802",0.277592266066009
"8006460",0.402838326138641
"9558545",0.478392067822624
"5216368",0.181346632144876
"7938309",0.320193878596266
"2415718",0.272752441526692
"2419827",0.350764770831837
"2415069",0.280238119780292
"8351946",0.507401401326537
"2416930",0.515270121988486
"5214420",0.841226513540445
"2415861",0.274641700208248
"8406566",0.849737623091358
"2419879",0.252118317622923
"2419886",0.360988224741905
"5215147",0.631362686597459
"2380998",0.285602727201263
"5962255",0.633618002142454
"2409062",0.288672321912448
"5972004",0.293167139850176
"2415752",0.809899122337799
"2408805",0.291217110588108
"2392210",0.785132784204492
"2397711",0.300510786734596
"2412740",0.228414866355462
"2409401",0.282139580735575
"2409218",0.462613340722229
"2392194",0.625862073259486
"5214450",0.375592890756935
"2334048",0.279404386260012
"10689065",0.463908595776641
"2421020",0.693292099468316
"5214921",0.599152605029858
"2389990",0.472758464506357
"5214892",0.449005872518157
"2408719",0.308702474818497
"2374149",0.273883294189846
"2334023",0.803670316343681
"2415740",0.316517535089814
"2415505",0.394190963598777
"2337193",0.409582484090212
"2498670",0.319946038143318
"2337186",0.810614315463421
"5201557",0.285710960358129
"2408866",0.426640461009601
"2336857",1.07414217356766
"2334890",0.954826714121225
"2333785",0.833331513165745
"2334270",0.636278536912782
"4286361",0.266782130256476
"2420305",0.701072100214319
"2345611",0.331001611465398
"2412661",0.399356322626316
"2392447",0.35854752054725
"5215150",0.754535096998953
"2412708",0.410706591489532
"2415661",0.558808383282033
"2417115",0.71676158207097
